,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,RA,DEC,DistFromEarthParsec
106,Upsilon Andromedae A e,2,1.0590000000000002,,3848.86,5.2456,0.00536,,,,,150.6,,RV,2010.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Controversial, Planets in binary systems, S-type",24.2,621.1583333333333,13.470001846554359
107,Upsilon Andromedae A d,2,8.86,,1282.57,2.5335389999999998,0.24909,253.27,,9.97,28.3,218.0,,RV,1999.0,15/03/16,01 36 48,+41 24 38,13.47,1.27,1.631,0.09,6212.0,3.1,"Confirmed planets, Planets in binary systems, S-type",24.2,621.1583333333333,13.470001846554359
108,47 UMa b,0,2.53,,1078.0,2.1,0.032,334.0,,,,,,RV,1996.0,15/09/24,10 59 27.97282,+40 25 48.9202,14.062999999999999,1.063,1.24,-0.019,5818.7,6.48,Confirmed planets,164.86655341666668,606.4538341666666,14.062999677716133
109,47 UMa c,0,0.54,,2391.0,3.6,0.098,295.0,,,,,,RV,2001.0,15/09/24,10 59 27.97282,+40 25 48.9202,14.062999999999999,1.063,1.24,-0.019,5818.7,6.48,Confirmed planets,164.86655341666668,606.4538341666666,14.062999677716133
110,47 UMa d,0,1.64,,14002.0,11.6,0.16,110.0,,,,,,RV,2010.0,15/09/24,10 59 27.97282,+40 25 48.9202,14.062999999999999,1.063,1.24,-0.019,5818.7,6.48,Confirmed planets,164.86655341666668,606.4538341666666,14.062999677716133
111,Gamma Cephei b,2,1.85,,903.3,2.05,0.049,94.6,,,,,,RV,2003.0,15/12/12,23 39 20.85153,+77 37 56.1876,14.102,1.4,4.9,0.18,4800.0,,"Confirmed planets, Planets in binary systems, S-type",354.836881375,1164.484115,14.102002393717882
112,HIP 79431 b,0,2.1,,111.7,0.36,0.29,,,,,146.8,,RV,2010.0,10/01/11,16 12 42,-18 52 32,14.4,0.49,,0.4,3191.0,,Confirmed planets,243.175,-18.955555555555556,14.39999858254692
113,Gliese 1214 b,0,0.0195,0.2525,1.58040417,0.01488,0.0,,,,88.47,604.0,,transit,2009.0,10/12/07,17 15 18.94,+04 57 49.7,14.55,0.17600000000000002,0.2213,0.1,3250.0,,Confirmed planets,258.82891666666666,74.45708333333333,14.550000985581605
114,51 Peg b,0,0.46,,4.231,0.052000000000000005,0.0,0.0,,,80.0,1260.3,,RV,1995.0,15/05/24,22 57 27,+20 46 07,14.7,1.04,1.266,0.2,5793.0,,Confirmed planets,344.3625,311.52916666666664,14.699998518210922
115,HD 136352 b,0,0.0166,,11.577,0.0933,0.18,,,,,842.3,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,230.45,-48.325,14.800000773064337
116,HD 136352 c,0,0.0358,,27.581999999999997,0.1665,0.16,,,,,630.8,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,230.45,-48.325,14.800000773064337
117,HD 136352 d,0,0.03,,106.72,0.41100000000000003,0.43,,,,,397.3,,RV,2011.0,11/09/12,15 21 48,-48 19 03,14.8,,,,5940.0,,Confirmed planets,230.45,-48.325,14.800000773064337
118,HD 176051 b,0,1.5,,1016.0,1.76,0.0,,,,,,,RV,2010.0,10/10/22,18 57 02,+32 54 05,14.99,,,,5700.0,,Confirmed planets,284.2583333333333,493.5208333333333,14.98999974095612
119,Gliese 163 c,0,0.021391,,25.63058,0.1254,0.099,227.00587799999997,24.522594,,,302.0,,RV,2012.0,16/02/03,04 09 15.66350,-53 22 23.3050,15.0,0.4,,,,5.5,Confirmed planets,62.31526458333333,-53.43140277777778,14.999995785744668
120,Gliese 163 d,0,0.092484,,,1.0304,0.373,118.25848899999998,144.958322,,,,,RV,2013.0,16/02/03,04 09 15.66350,-53 22 23.3050,15.0,0.4,,,,5.5,Confirmed planets,62.31526458333333,-53.43140277777778,14.999995785744668
121,Gliese 163 b,0,0.033344,,8.63182,0.0607,0.073,70.70299200000001,6.359832,,,,,RV,2012.0,16/02/03,04 09 15.66350,-53 22 23.3050,15.0,0.4,,,,5.5,Confirmed planets,62.31526458333333,-53.43140277777778,14.999995785744668
122,Gliese 317 c,0,2.0,,10000.0,30.0,0.81,,,,,,,RV,2007.0,11/11/14,08 40 59,-23 27 23,15.1,0.42,,0.36,3510.0,,Confirmed planets,130.24583333333334,-23.51388888888889,15.10000003025051
123,Gliese 317 b,0,1.8,,691.78,1.15,0.11,,,,45.0,,,RV,2007.0,11/11/14,08 40 59,-23 27 23,15.1,0.42,,0.36,3510.0,,Confirmed planets,130.24583333333334,-23.51388888888889,15.10000003025051
124,HD 38858 b,0,0.0961,,407.15,1.0376,0.27,,,,,237.2,,RV,2011.0,15/03/13,05 48 35,-04 05 41,15.2,,,,5940.0,,Retracted planet candidate,87.14583333333333,-4.197222222222222,15.19999836829578
125,mu Arae c,0,0.03321,,9.6386,0.09094,0.172,,,,,928.2,,RV,2004.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,266.03333333333336,-51.83888888888889,15.300000006814534
126,mu Arae d,0,0.5219,,310.55,0.9209999999999999,0.0666,,,,,292.1,,RV,2004.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,266.03333333333336,-51.83888888888889,15.300000006814534
127,mu Arae e,0,1.814,,4205.8,5.235,0.0985,,,,,122.5,,RV,2006.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,266.03333333333336,-51.83888888888889,15.300000006814534
128,mu Arae b,0,1.676,,643.25,1.5,0.128,,,,,228.7,,RV,2000.0,09/04/02,17 44 08,-51 50 02,15.3,1.08,1.245,0.28,5700.0,,Confirmed planets,266.03333333333336,-51.83888888888889,15.300000006814534
129,tau Boo A b,2,6.13,,3.3124568,0.049,0.011000000000000001,113.4,,,44.5,2000.0,,RV,1996.0,14/03/04,13 47 15.74340,+17 27 24.8552,15.62,1.39,1.42,0.26,6399.0,0.9,"Confirmed planets, Planets in binary systems, S-type",206.8155975,261.85356333333334,15.619998107188458
130,HD 113538 c,0,0.93,,1818.0,2.44,0.2,280.0,,,,,,RV,2010.0,15/11/21,13 04 57.47691,-52 26 34.5223,15.87,0.585,0.53,-0.24,4462.0,4.3,Confirmed planets,196.239487125,-52.52922861111111,15.86999965984635
131,HD 113538 b,0,0.36,,663.2,1.24,0.14,74.0,,,,,,RV,2010.0,15/11/21,13 04 57.47691,-52 26 34.5223,15.87,0.585,0.53,-0.24,4462.0,4.3,Confirmed planets,196.239487125,-52.52922861111111,15.86999965984635
132,Gliese 777 A b,2,1.495,,2867.9,3.92,0.34299999999999997,,,,,,,RV,2003.0,15/06/29,20 03 37.405,+29 53 48.50,15.89,1.04,1.2,0.24,,6.7,"Confirmed planets, Planets in binary systems, S-type",300.90585416666664,448.45208333333335,15.889997376957496
133,Gliese 777 A c,2,0.064,,17.1186,0.128,0.107,,,,,,,RV,2005.0,15/06/29,20 03 37.405,+29 53 48.50,15.89,1.04,1.2,0.24,,6.7,"Confirmed planets, Planets in binary systems, S-type",300.90585416666664,448.45208333333335,15.889997376957496
134,Gliese 676 A c,2,3.0,,4400.0,5.2,0.2,,,,,,,RV,2011.0,,17 30 11,-51 38 13,16.5,0.71,,0.23,,,"Controversial, Planets in binary systems, S-type",262.54583333333335,-51.669444444444444,16.500000177929564
135,Gliese 676 A e,2,0.036000000000000004,,35.37,0.187,0.24,,,,,,,RV,2012.0,12/12/05,17 30 11,-51 38 13,16.5,0.71,,0.23,,,"Confirmed planets, Planets in binary systems, S-type",262.54583333333335,-51.669444444444444,16.500000177929564
136,Gliese 676 A d,2,0.013999999999999999,,3.6,0.0413,0.15,,,,,,,RV,2012.0,12/12/05,17 30 11,-51 38 13,16.5,0.71,,0.23,,,"Confirmed planets, Planets in binary systems, S-type",262.54583333333335,-51.669444444444444,16.500000177929564
137,Gliese 676 A b,2,4.95,,1050.3,1.8,0.32799999999999996,,,,,,,RV,2011.0,12/12/05,17 30 11,-51 38 13,16.5,0.71,,0.23,,,"Confirmed planets, Planets in binary systems, S-type",262.54583333333335,-51.669444444444444,16.500000177929564
138,HD 128311 c,0,3.2,,910.7,,0.12,-19.7,184.2,,63.8,140.7,,RV,2005.0,15/01/08,14 36 00,+09 44 47,16.6,0.828,0.73,0.08,4965.0,,Confirmed planets,219.0,146.19583333333333,16.599999668736935
139,HD 128311 b,0,1.83,,460.1,,0.3,-76.2,259.2,,63.8,177.7,,RV,2002.0,15/01/08,14 36 00,+09 44 47,16.6,0.828,0.73,0.08,4965.0,,Confirmed planets,219.0,146.19583333333333,16.599999668736935
140,HD 7924 b,0,0.028999999999999998,,5.39792,0.056639999999999996,0.17,,,,,825.9,,RV,2009.0,15/04/24,01 21 59.11491,+76 42 37.0335,16.82,0.8320000000000001,0.7821,-0.15,5075.0,,Confirmed planets,20.496312125,1150.65430625,16.819999752084694
141,HD 7924 c,0,0.0247,,15.299000000000001,0.1134,0.1,,,,,583.6,,RV,2015.0,15/04/24,01 21 59.11491,+76 42 37.0335,16.82,0.8320000000000001,0.7821,-0.15,5075.0,,Confirmed planets,20.496312125,1150.65430625,16.819999752084694
142,HD 7924 d,0,0.0203,,24.451,0.1551,0.2,,,,,499.0,,RV,2015.0,15/04/24,01 21 59.11491,+76 42 37.0335,16.82,0.8320000000000001,0.7821,-0.15,5075.0,,Confirmed planets,20.496312125,1150.65430625,16.819999752084694
143,HR 810 b,0,2.26,,320.1,0.925,0.161,,,,,373.3,,RV,1999.0,10/12/29,02 42 31,-50 48 12,17.17,1.11,1.85,0.25,5997.0,,Confirmed planets,40.62916666666667,-50.83333333333333,17.169996003841376
144,HD 143761 b,0,1.045,,39.8458,0.2196,0.037000000000000005,270.6,,,,,,RV,2016.0,16/07/11,16 01 03,+33 18 13,17.236,0.889,1.3619999999999999,-0.31,5627.0,,Confirmed planets,240.2625,499.5541666666667,17.23599966438967
145,HD 143761 c,0,0.079,,102.54,0.4123,0.05,190.0,,,,,,RV,2016.0,16/07/11,16 01 03,+33 18 13,17.236,0.889,1.3619999999999999,-0.31,5627.0,,Confirmed planets,240.2625,499.5541666666667,17.23599966438967
146,Rho Coronae Borealis b,0,169.7,,39.8449,0.24,0.057,303.0,,266.4,0.4,,,RV,1997.0,15/04/20,16 01 02.662,+33 18 12.63,17.24,1.0,,,5823.0,,Controversial,240.26109166666666,499.552625,17.239999657563104
147,HD 10647 b,0,0.94,,989.2,2.015,0.15,212.0,,,,195.9,,RV,2003.0,12/11/29,01 42 29,-53 44 27,17.3,1.11,1.1,0.0,6039.0,1.4,Confirmed planets,25.620833333333334,-53.80833333333334,17.29999605810066
148,Gliese 504 b,0,4.0,,,,,,,,,510.0,,imaging,2013.0,13/07/22,13 16 47,+09 25 27,17.56,1.22,,0.28,6234.0,0.16,Confirmed planets,199.19583333333333,141.3625,17.560001410879906
149,Gliese 3021 A b,2,3.37,,133.71,0.49,0.511,,,,,,,RV,2000.0,14/06/24,00 16 12,-79 51 04,17.62,0.9,0.9,0.1,5540.0,0.8,"Confirmed planets, Planets in binary systems, S-type",4.05,-79.8611111111111,17.620000736223293
150,HD 189567 b,0,0.0316,,14.275,0.1099,0.23,,,,,769.4,,RV,2011.0,11/09/12,20 05 33,-67 19 15,17.7,,,,5940.0,,Confirmed planets,301.3875,-67.35833333333333,17.699999122706892
151,83 Leonis B c,2,0.36,,4970.0,5.4,0.1,38.0,,,,,,RV,2010.0,15/11/02,11 26 45.32180,+03 00 47.1551,17.79,0.8320000000000001,0.76,0.36,4740.0,4.0,"Confirmed planets, Planets in binary systems, S-type",171.68884083333333,45.196479583333335,17.789999230410288
152,83 Leonis B b,2,0.087,,17.054000000000002,0.12186,0.13,196.0,,,,,,RV,2004.0,15/11/02,11 26 45.32180,+03 00 47.1551,17.79,0.8320000000000001,0.76,0.36,4740.0,4.0,"Confirmed planets, Planets in binary systems, S-type",171.68884083333333,45.196479583333335,17.789999230410288
153,HD 154088 b,0,0.0193,,18.596,0.1316,0.38,,,,,643.6,,RV,2011.0,11/09/12,17 04 28,-28 34 58,17.8,,,,5150.0,,Confirmed planets,256.1166666666667,-28.727777777777778,17.799999665333928
154,HD 154345 b,0,1.0,,3538.0,4.3,0.26,,,,50.0,106.4,,RV,2006.0,12/05/25,17 02 36,+47 04 55,18.06,0.88,,-0.105,5468.0,,Confirmed planets,255.65,706.2291666666666,18.0600014895301
155,HD 27442 A b,2,1.35,,415.2,1.16,0.057999999999999996,,,,,,,RV,2000.0,12/12/07,04 16 29,-59 18 07,18.1,1.2,6.6,0.22,,,"Confirmed planets, Planets in binary systems, S-type",64.12083333333334,-59.31944444444444,18.09999874336837
156,HD 87883 b,0,1.78,,2754.0,3.6,0.53,,,,8.5,,,RV,2009.0,15/10/07,10 08 43,+34 14 32,18.1,0.82,0.76,0.09300000000000001,4980.0,,Confirmed planets,152.17916666666667,513.6333333333333,18.09999998453093
157,70 Vir b,0,7.4,,116.6926,0.48100000000000004,0.39899999999999997,,,,,479.1,,RV,1996.0,15/04/15,13 28 25.80861,+13 46 43.6386,18.1,1.09,1.94,-0.09,5439.0,7.77,Confirmed planets,202.107535875,206.6818275,18.100001915362274
158,14 Her c,0,7.678999999999999,,9886.0,9.037,0.184,189.076,,,,,,RV,2006.0,15/09/21,16 10 23,+43 49 18,18.1,1.0,0.708,0.43,5311.0,,Controversial,242.59583333333333,657.325,18.100002773600004
159,14 Her b,0,4.975,,1766.0,2.864,0.359,22.23,,,,,,RV,2002.0,15/09/21,16 10 23,+43 49 18,18.1,1.0,0.708,0.43,5311.0,,Confirmed planets,242.59583333333333,657.325,18.100002773600004
160,Gliese 3293 d,0,0.07,,123.98,0.3644,0.37,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.40399999999999997,0.02,3466.0,,Confirmed planets,67.14883333333333,-25.19138888888889,18.19999813577733
161,Gliese 3293 b,0,0.076,,30.6,0.1434,0.09,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.40399999999999997,0.02,3466.0,,Confirmed planets,67.14883333333333,-25.19138888888889,18.19999813577733
162,Gliese 3293 c,0,0.027000000000000003,,48.14,0.1939,0.13,,,,,,,RV,2014.0,14/11/25,04 28 35.72,-25 10 08.9,18.2,0.42,0.40399999999999997,0.02,3466.0,,Controversial,67.14883333333333,-25.19138888888889,18.19999813577733
163,HD 39091 b,0,10.3,,2049.0,3.28,0.61,,,,,202.4,,RV,2001.0,11/01/01,05 37 09,-80 28 08,18.32,1.1,2.1,0.09,5888.0,,Confirmed planets,84.2875,-80.4888888888889,18.31999846013734
164,HN Peg b,0,22.0,1.05,,,,,,,,1130.0,,imaging,2007.0,11/04/23,21 44 31,+14 46 19,18.4,1.0,,,5940.0,,Confirmed planets,326.12916666666666,221.57916666666668,18.399999612004606
165,WD 0806-661 B,0,8.0,,,,,,,,,340.0,,imaging,2011.0,11/04/22,08 06 53.736,-66 18 16.74,19.2,0.62,,,5700.0,,Confirmed planets,121.7239,-66.34649999999999,19.200003151186774
166,HD 189733 A b,2,1.138,1.138,2.21857312,0.03142,0.0041,,,,85.51,1099.7,,transit,2005.0,13/08/18,20 00 43,+22 42 39,19.3,0.8,0.7879999999999999,-0.03,4980.0,,"Confirmed planets, Planets in binary systems, S-type",300.1791666666667,340.6625,19.300000150887733
167,beta Pic b,0,11.0,1.65,8167.0,9.25,0.07,155.85,,31.75,89.01,1600.0,,imaging,2008.0,15/08/22,05 47 17,-51 03 59,19.3,1.6,,,9790.0,0.023,Confirmed planets,86.82083333333334,-51.21388888888889,19.30000117060561
168,7 CMa b,0,2.46,,796.0,1.93,0.22,77.0,,,,,,RV,2011.0,15/10/25,06 36 41.038,-19 15 21.17,19.75,1.52,2.3,0.21,4792.0,,Confirmed planets,99.17099166666667,-19.308805555555555,19.750000909422877
169,Gliese 328 b,0,2.3,,4100.0,4.5,0.37,290.0,,,,,,RV,2013.0,13/07/31,08 55 08,+01 32 56,19.8,0.69,,0.0,3900.0,,Confirmed planets,133.78333333333333,23.233333333333334,19.800000410766888
170,Gliese 3634 b,0,0.022000000000000002,,2.64561,0.0287,0.08,,,,59.0,565.4,,RV,2011.0,11/02/07,10 58 35,-31 08 39,19.8,0.45,0.43,,3314.0,,Confirmed planets,164.64583333333334,-31.241666666666667,19.800001355183863
171,HD 217107 c,0,4.513,,5189.0,6.074,0.3848,206.3,,,,,,RV,2005.0,15/08/15,22 58 15.5,-02 23 43.4,19.86,1.1079999999999999,1.5,0.389,5704.0,,Confirmed planets,344.56458333333336,-2.503888888888889,19.859997930244678
172,HD 217107 b,0,1.4135,,7.1268460000000005,0.07505,0.1283,24.0,,,,,,RV,1998.0,15/08/15,22 58 15.5,-02 23 43.4,19.86,1.1079999999999999,1.5,0.389,5704.0,,Confirmed planets,344.56458333333336,-2.503888888888889,19.859997930244678
173,HD 192263 b,0,0.733,,24.3587,0.15312,0.008,,,,,484.5,,RV,1999.0,12/06/12,20 14 00,-00 52 01,19.9,0.81,0.75,-0.2,4965.0,,Confirmed planets,303.5,-0.8694444444444445,19.89999896765534
174,Gliese 221 b,0,0.13,,125.06,0.44799999999999995,,118.0,131.0,,,,,RV,2013.0,13/05/13,05 53 00,-05 59 41,20.0,0.637,,-0.07,4040.0,3.0,Confirmed planets,88.25,-6.097222222222222,20.000004571813424
175,Gliese 221 c,0,0.0196,,3.8731,0.044000000000000004,,94.0,,,,,,RV,2013.0,13/05/13,05 53 00,-05 59 41,20.0,0.637,,-0.07,4040.0,3.0,Confirmed planets,88.25,-6.097222222222222,20.000004571813424
176,alf Ari b,0,1.8,,380.8,1.2,0.25,89.16,,,,,,RV,2011.0,15/11/17,02 07 10.40570,+23 27 44.7032,20.18,1.5,13.9,-0.09,4553.0,,Confirmed planets,31.793357083333333,351.93626333333333,20.180004493238712
177,HD 114783 b,0,1.0,,501.0,1.2,0.1,,,,10.0,181.4,,RV,2001.0,11/01/11,13 12 43,-02 15 54,20.4,0.92,0.78,0.33,5105.0,,Confirmed planets,198.17916666666667,-2.4,20.400003455905665
178,alf Tau b,2,6.47,,628.96,1.46,0.1,287.0,,,,,,RV,2015.0,15/11/17,04 35 55.20,+16 30 35.1,20.43,1.13,45.1,-0.27,4055.0,6.6,"Controversial, Planets in binary systems, S-type",68.98,247.64625,20.429995878501895
179,HD 142 A c,2,5.3,,6005.0,6.8,0.21,,,,,,,RV,2012.0,12/12/04,00 06 19,-49 04 30,20.6,1.15,1.43,0.04,6249.0,4.3,"Confirmed planets, Planets in binary systems, S-type",1.5791666666666666,-49.150000000000006,20.599999982154564
180,HD 142 A b,2,1.25,,349.7,1.02,0.17,,,,,249.8,,RV,2001.0,12/12/04,00 06 19,-49 04 30,20.6,1.15,1.43,0.04,6249.0,4.3,"Confirmed planets, Planets in binary systems, S-type",1.5791666666666666,-49.150000000000006,20.599999982154564
181,HD 114613 b,0,0.48,,3827.0,5.16,0.25,244.0,,,,,,RV,2014.0,14/01/25,13 12 03.18502,-37 48 10.8901,20.67,1.364,,0.19,5729.0,,Confirmed planets,198.01327091666667,-37.83025027777777,20.669995214228933
182,HD 104067 b,0,0.18600000000000003,,55.806000000000004,0.2643,0.0,,,,,363.2,,RV,2009.0,11/07/05,11 59 10,-20 21 14,20.8,0.7909999999999999,,-0.06,4969.0,,Confirmed planets,179.79166666666666,-20.38888888888889,20.79999988542792
183,HD 33564 b,0,9.1,,388.0,1.1,0.34,,,,,273.5,,RV,2005.0,10/12/23,05 22 33,+79 13 52,20.98,1.25,1.1,-0.12,6250.0,,Confirmed planets,80.6375,1188.4666666666667,20.980001428665204
184,HD 97658 b,0,0.023754977000000004,0.213245,9.4903,0.08,0.078,351.0,,,89.14,757.0,,transit,2010.0,14/03/03,11 14 33,+25 42 37,21.11,0.77,0.741,-0.23,5119.0,6.1,Confirmed planets,168.6375,385.65416666666664,21.10999812961526
185,16 Cygni B b,2,1.77,,799.5,1.72,0.6890000000000001,83.4,,,45.0,,,RV,1996.0,15/09/22,19 41 48.95343,+50 31 30.2153,21.146,1.07,1.127,0.052000000000000005,5750.0,6.8,"Confirmed planets, Planets in binary systems, S-type",295.453972625,757.8758970833334,21.14599649628814
186,HD 210277 b,0,1.23,,442.1,1.1,0.47200000000000003,,,,,240.3,,RV,1998.0,06/09/06,22 09 29,-07 32 32,21.29,1.09,1.1,0.19,5532.0,,Confirmed planets,332.37083333333334,-7.622222222222222,21.290000894525875
187,HD 215152 b,0,0.0087,,7.2825,0.0652,0.34,,,,,704.7,,RV,2011.0,11/09/12,22 43 21,-06 24 03,21.5,,,,5150.0,,Confirmed planets,340.8375,-6.408333333333334,21.500000121699145
188,HD 215152 c,0,0.0097,,10.866,0.0852,0.38,,,,,615.3,,RV,2011.0,11/09/12,22 43 21,-06 24 03,21.5,,,,5150.0,,Confirmed planets,340.8375,-6.408333333333334,21.500000121699145
189,HD 4308 b,0,0.0405,,15.609000000000002,0.11800000000000001,0.27,,,,,685.9,,RV,2005.0,09/06/30,00 44 39,-65 38 58,21.9,0.85,0.92,-0.34,5597.0,,Confirmed planets,11.1625,-65.79444444444445,21.899999207344035
190,HD 45184 b,0,0.04,,5.8872,0.0638,0.3,,,,,1045.8,,RV,2011.0,11/09/12,06 24 44,-28 46 48,21.9,,,,5940.0,,Confirmed planets,96.18333333333334,-28.9,21.900001401838367
191,HD 164922 b,0,0.36,,1155.0,2.11,0.05,,,,,155.0,,RV,2006.0,06/07/15,18 02 30,+26 18 46,21.93,0.94,0.9,0.17,5385.0,,Confirmed planets,270.625,394.69166666666666,21.93000178889774
192,HD 134987 c,0,0.82,,5000.0,5.8,0.12,,,,,117.4,,RV,2009.0,09/12/15,15 13 28,-25 18 33,22.2,1.07,1.25,0.25,5740.0,,Confirmed planets,228.36666666666667,-25.391666666666666,22.19999734914859
193,HD 134987 b,0,1.59,,258.19,0.81,0.233,,,,,313.3,,RV,1999.0,09/12/15,15 13 28,-25 18 33,22.2,1.07,1.25,0.25,5740.0,,Confirmed planets,228.36666666666667,-25.391666666666666,22.19999734914859
194,HD 19994 A b,2,1.68,,535.7,1.42,0.3,,,,,,,RV,2000.0,12/12/08,03 12 46,-01 11 45,22.38,1.34,1.93,0.25,,,"Confirmed planets, Planets in binary systems, S-type",48.19166666666667,-1.3083333333333333,22.379999393600443
195,Psi-1 Draconis B b,2,1.53,,3117.0,4.43,0.4,64.0,,,,,,RV,2015.0,15/12/28,17 41 56.35536,+72 08 55.8481,22.93,1.19,,0.0,6213.0,2.5,"Confirmed planets, Planets in binary systems, S-type",265.484814,1082.2327004166666,22.929999995491805
196,HIP 12961 b,0,0.35,,57.435,0.13,0.16,,,,,393.0,,RV,2009.0,11/11/23,02 46 43,-23 05 12,23.0,0.67,,-0.07,3840.0,,Confirmed planets,41.67916666666667,-23.116666666666667,23.000001396143265
197,CFBDS 1458 b,0,6.5,,9855.0,2.6,,,,,,,,imaging,2011.0,11/03/08,14 58 29,+10 13 43,23.1,0.02,,,540.0,,Confirmed planets,224.62083333333334,153.42916666666667,23.100000012876297
198,Gliese 3341 b,0,0.02,,14.207,0.08900000000000001,0.31,,,,,,,RV,2014.0,14/11/25,05 15 46.68,-31 17 46.6,23.2,0.47,0.439,-0.09,3546.0,,Confirmed planets,78.9445,-31.41277777777778,23.19999554348085
199,HD 1461 b,0,0.0239,,5.7727,0.063438,0.14,,,,,1054.8,,RV,2009.0,09/12/15,00 18 42,-08 03 11,23.4,1.08,1.095,0.19,5765.0,,Confirmed planets,4.675,-8.080555555555556,23.400000040709894
200,HD 1461 c,0,0.0186,,13.505,0.1117,0.0,,,,,795.9,,RV,2011.0,11/09/12,00 18 42,-08 03 11,23.4,1.08,1.095,0.19,5765.0,,Confirmed planets,4.675,-8.080555555555556,23.400000040709894
201,HD 42618 b,0,0.0453,,149.61,0.5539999999999999,0.19,101.0,,,,,,RV,2016.0,16/07/11,06 12 01,+06 46 59,23.5,1.015,0.9990000000000001,-0.09,5727.0,,Confirmed planets,93.00416666666666,101.74583333333334,23.500000542928902
202,GJ 27.1 b,0,0.0409,,15.819,0.10099999999999999,0.08,150.0,,,,,,RV,2014.0,15/04/21,00 39 58.82591,-44 15 11.5985,24.0,0.53,,,3542.0,,Controversial,9.995107958333334,-44.28221805555555,23.999996101376645
203,HIP 70849 b,2,9.0,,10000.0,10.0,0.6,,,,,,,RV,2009.0,11/07/05,14 29 19,-46 27 50,24.0,0.63,,,4105.0,,"Confirmed planets, Planets in binary systems, S-type",217.32916666666668,-46.58888888888889,24.00000353525549
204,HD 134060 b,0,0.0351,,3.27,0.0444,0.4,,,,,1336.0,,RV,2011.0,11/09/12,15 10 45,-61 25 20,24.2,,,,5940.0,,Confirmed planets,227.6875,-61.47222222222222,24.200000079147255
205,HD 134060 c,0,0.1507,,1160.9,2.2263,0.75,,,,,182.8,,RV,2011.0,11/09/12,15 10 45,-61 25 20,24.2,,,,5940.0,,Confirmed planets,227.6875,-61.47222222222222,24.200000079147255
206,HD 156668 b,0,0.0131,,4.646,0.05,0.0,,,,,811.5,,RV,2010.0,10/05/24,17 17 40,+29 13 38,24.5,0.772,0.72,0.05,4850.0,,Confirmed planets,259.4166666666667,438.40833333333336,24.49999982423512
207,PSO J318.5-22,3,6.5,1.53,,,,,,,,1160.0,,imaging,2013.0,13/10/03,21 14 08,+22 51 36,24.6,,,,,,"Confirmed planets, Orphan planets",318.53333333333336,342.9,24.600001437249833
208,2M 2140+16 b,0,20.0,0.92,7340.0,3.53,0.26,,,,46.2,,,imaging,2010.0,12/01/20,21 40 29,+16 25 18,25.0,0.08,0.1,,2300.0,,Confirmed planets,325.12083333333334,246.325,24.999999952860744
209,BD+20 1790 b,0,6.37,,7.78287,0.066,0.22,262.0,,,50.41,,,RV,2015.0,15/11/23,07 23 43.592,+20 24 58.66,25.4,0.63,,0.3,4410.0,,Confirmed planets,110.93163333333334,306.24441666666667,25.400000165276097
210,HD 16417 b,0,0.069,,17.24,0.14,0.2,,,,,875.5,,RV,2009.0,09/02/25,02 36 59,-34 34 41,25.5,1.18,,0.19,5936.0,,Confirmed planets,39.24583333333333,-34.68055555555556,25.499999884174873
211,HD 96700 b,0,0.0284,,8.1256,0.0774,0.1,,,,,1001.4,,RV,2011.0,11/09/12,11 07 54,-30 10 28,25.6,,,,5940.0,,Confirmed planets,166.975,-30.244444444444447,25.599998319993094
212,HD 96700 c,0,0.04,,103.49,0.42200000000000004,0.37,,,,,425.4,,RV,2011.0,11/09/12,11 07 54,-30 10 28,25.6,,,,5940.0,,Confirmed planets,166.975,-30.244444444444447,25.599998319993094
